date,company,sector,last_price,opening_price,high,low,volume,variation
2025-04-01,TUNISAIR,Transport,16.278,16.352,16.723,15.982,80184,-2.24
2025-04-01,TUNIS RE,Insurance,56.931,56.872,57.694,56.05,65137,1.39
2025-04-01,WIFACK INTERNATIONAL BANK,Banking,95.656,94.816,96.993,92.639,20451,-1.16
2025-04-02,SFBT,Food & Beverage,14.367,14.467,14.605,14.329,38098,1.41
2025-04-02,BIAT,Banking,91.215,91.35,91.729,90.972,36770,-2.82
2025-04-02,Attijari Bank,Banking,63.573,63.535,64.112,62.959,53725,1.8
2025-04-02,Tunisie Telecom,Telecom,65.256,65.726,67.835,63.617,10836,-2.71
2025-04-02,BH Bank,Banking,57.292,57.898,60.011,55.785,19832,0.37
2025-04-02,Délice Holding,Food & Beverage,32.699,32.88,33.072,32.688,2465,2.67
2025-04-02,SAH Lilas,Industry,22.219,22.312,22.66,21.965,89526,-0.78
2025-04-02,UIB,Banking,97.213,97.565,101.403,93.727,46767,0.2
2025-04-02,STAR,Insurance,50.301,50.531,52.59,48.471,38865,2.7
2025-04-02,Tunisair,Transport,27.675,27.361,28.235,26.487,58235,-2.57
2025-04-02,ATB,Banking,99.627,100.939,102.551,99.327,32769,2.76
2025-04-02,BNA,Banking,71.388,70.837,71.715,69.959,88118,2.16
2025-04-02,BT,Banking,36.934,36.184,37.261,35.106,91454,-3.0
2025-04-02,STB,Banking,84.866,84.125,85.899,82.351,94910,-1.63
2025-04-02,Amen Bank,Banking,57.782,58.338,60.652,56.024,88951,1.97
2025-04-02,Attijari Leasing,Financial Services,31.074,30.947,32.131,29.762,96057,0.4
2025-04-02,BH Leasing,Financial Services,12.158,12.0,12.295,11.706,60265,1.39
2025-04-02,CIL,Financial Services,43.528,42.992,44.601,41.383,71846,-0.22
2025-04-02,Hannibal Lease,Financial Services,21.048,21.406,21.898,20.914,55227,2.31
2025-04-02,Modern Leasing,Financial Services,34.411,33.65,34.452,32.848,2661,-1.5
2025-04-02,Tunisie Leasing,Financial Services,23.541,23.4,23.702,23.098,6151,-1.55
2025-04-02,PGH,Holding,67.797,66.733,68.468,64.998,17748,-1.43
2025-04-02,SIMPAR,Construction,13.089,13.168,13.373,12.964,38097,2.02
2025-04-02,SOMOCER,Industry,37.036,37.006,38.807,35.205,78092,1.57
2025-04-02,SOTIPAPIER,Industry,36.546,36.991,37.679,36.303,48432,0.98
2025-04-02,SOTUVER,Industry,6.529,6.543,6.777,6.308,97256,0.92
2025-04-02,TELNET,Technology,29.335,29.653,30.741,28.565,73002,-0.84
2025-04-02,TPR,Industry,21.924,22.017,22.21,21.824,26080,1.25
2025-04-02,UNIMED,Healthcare,27.772,27.743,28.901,26.585,88704,0.6
2025-04-02,ADWYA,Healthcare,19.105,18.979,19.718,18.239,37998,0.38
2025-04-02,ARTES,Automotive,8.712,8.646,8.983,8.31,59634,-2.52
2025-04-02,CELLCOM,Technology,40.421,39.834,40.643,39.024,62785,2.7
2025-04-02,CITY CARS,Automotive,17.581,17.71,17.866,17.555,31894,-0.33
2025-04-02,ENNAKL,Automotive,7.195,7.158,7.419,6.897,23040,1.93
2025-04-02,EURO-CYCLES,Industry,39.978,39.727,41.139,38.314,43267,-1.62
2025-04-02,GIF,Industry,33.703,33.808,34.973,32.643,49711,0.88
2025-04-02,LAND'OR,Food & Beverage,47.867,48.184,49.37,46.998,58626,2.08
2025-04-02,MAGASIN GENERAL,Retail,8.226,8.107,8.257,7.958,89686,1.84
2025-04-02,MONOPRIX,Retail,17.742,17.504,17.878,17.129,48507,0.27
2025-04-02,NEW BODY LINE,Industry,16.963,16.93,17.345,16.515,37260,-2.62
2025-04-02,OFFICE PLAST,Industry,20.822,20.837,21.193,20.481,80215,-2.0
2025-04-02,ONE TECH HOLDING,Technology,32.621,32.277,33.417,31.137,84719,-0.9
2025-04-02,SAM,Industry,28.101,27.662,28.434,26.89,79262,1.84
2025-04-02,SANIMED,Healthcare,33.41,33.563,34.871,32.255,48919,-0.05
2025-04-02,SERVICOM,Services,14.643,14.779,14.92,14.639,17317,1.61
2025-04-02,SOTEMAIL,Industry,17.356,17.355,17.797,16.913,80884,-0.27
2025-04-02,SOTRAPIL,Energy,66.206,66.062,67.063,65.062,39075,1.33
2025-04-02,SOPAT,Food & Beverage,40.771,39.837,40.786,38.888,54956,-2.48
2025-04-02,STEQ,Industry,6.809,6.72,6.949,6.492,19619,0.36
2025-04-02,STIP,Industry,38.001,38.052,38.577,37.526,5040,-1.93
2025-04-02,TUNISIE PROFILES ALUMINIUM,Industry,9.495,9.539,9.599,9.479,48245,1.04
2025-04-02,TUNINVEST-SICAR,Financial Services,14.892,14.901,15.159,14.642,65451,1.85
2025-04-02,TUNISAIR,Transport,8.156,8.31,8.485,8.136,57373,-2.07
2025-04-02,TUNIS RE,Insurance,23.045,22.666,23.337,21.995,54991,1.14
2025-04-02,WIFACK INTERNATIONAL BANK,Banking,66.047,65.591,67.612,63.571,69969,-0.33
2025-04-03,SFBT,Food & Beverage,40.127,40.219,40.498,39.941,80469,0.03
2025-04-03,BIAT,Banking,89.719,88.532,89.903,87.161,48970,-1.04
2025-04-03,Attijari Bank,Banking,82.766,82.712,85.336,80.087,56395,-1.1
2025-04-03,Tunisie Telecom,Telecom,62.156,61.407,63.573,59.242,91475,0.28
2025-04-03,BH Bank,Banking,59.573,60.793,62.315,59.271,19853,0.16
2025-04-03,Délice Holding,Food & Beverage,10.264,10.297,10.379,10.216,45753,-1.84
2025-04-03,SAH Lilas,Industry,20.452,20.296,20.995,19.597,48444,-1.35
2025-04-03,UIB,Banking,23.471,23.625,23.944,23.307,19143,0.05
2025-04-03,STAR,Insurance,53.832,53.896,54.86,52.932,39874,-2.11
2025-04-03,Tunisair,Transport,7.822,7.962,8.136,7.789,99786,0.49
2025-04-03,ATB,Banking,25.646,25.838,26.565,25.112,53792,-0.65
2025-04-03,BNA,Banking,75.99,75.36,78.33,72.39,59825,1.01
2025-04-03,BT,Banking,93.862,95.067,96.552,93.582,30699,2.14
2025-04-03,STB,Banking,97.403,97.975,98.604,97.347,7299,1.03
2025-04-03,Amen Bank,Banking,47.373,47.716,48.952,46.48,56420,-0.18
2025-04-03,Attijari Leasing,Financial Services,42.094,41.992,43.211,40.772,48968,2.08
2025-04-03,BH Leasing,Financial Services,41.867,41.938,43.632,40.244,87001,-0.72
2025-04-03,CIL,Financial Services,36.868,36.874,37.488,36.26,67124,0.37
2025-04-03,Hannibal Lease,Financial Services,42.388,42.01,42.843,41.176,7258,3.0
2025-04-03,Modern Leasing,Financial Services,17.505,17.55,18.071,17.029,92444,0.22
2025-04-03,Tunisie Leasing,Financial Services,12.745,12.902,13.35,12.454,31790,2.91
2025-04-03,PGH,Holding,118.215,119.001,122.995,115.008,86478,-1.23
2025-04-03,SIMPAR,Construction,22.746,22.77,23.454,22.085,38414,0.86
2025-04-03,SOMOCER,Industry,17.284,17.252,18.043,16.46,38628,1.92
2025-04-03,SOTIPAPIER,Industry,29.479,29.37,29.896,28.844,54731,-2.65
2025-04-03,SOTUVER,Industry,12.557,12.604,13.0,12.208,37091,-2.38
2025-04-03,TELNET,Technology,28.896,28.559,29.167,27.95,12784,-1.41
2025-04-03,TPR,Industry,16.736,16.767,17.299,16.235,27753,-0.03
2025-04-03,UNIMED,Healthcare,10.075,10.204,10.453,9.954,39713,0.49
2025-04-03,ADWYA,Healthcare,32.339,31.901,32.612,31.189,19036,0.77
2025-04-03,ARTES,Automotive,10.889,10.883,11.292,10.474,47715,0.62
2025-04-03,CELLCOM,Technology,48.414,48.31,48.806,47.815,37313,-1.69
2025-04-03,CITY CARS,Automotive,18.665,18.362,18.815,17.909,70521,-2.55
2025-04-03,ENNAKL,Automotive,24.54,24.447,25.179,23.716,32333,-2.08
2025-04-03,EURO-CYCLES,Industry,24.021,23.714,24.465,22.963,95617,-1.75
2025-04-03,GIF,Industry,18.081,18.261,18.736,17.787,6980,0.7
2025-04-03,LAND'OR,Food & Beverage,24.08,24.029,24.465,23.594,92542,-1.53
2025-04-03,MAGASIN GENERAL,Retail,6.082,6.141,6.363,5.918,79923,-0.72
2025-04-03,MONOPRIX,Retail,6.345,6.255,6.357,6.152,96434,-1.27
2025-04-03,NEW BODY LINE,Industry,31.176,31.123,32.332,29.913,53486,2.51
2025-04-03,OFFICE PLAST,Industry,18.925,18.544,18.958,18.131,95210,-2.51
2025-04-03,ONE TECH HOLDING,Technology,37.119,37.393,37.696,37.09,49243,2.32
2025-04-03,SAM,Industry,17.908,18.232,18.611,17.852,38350,-0.44
2025-04-03,SANIMED,Healthcare,34.317,34.192,35.602,32.782,47387,2.18
2025-04-03,SERVICOM,Services,8.201,8.092,8.209,7.975,28472,-0.2
2025-04-03,SOTEMAIL,Industry,39.749,40.157,40.584,39.729,92659,0.01
2025-04-03,SOTRAPIL,Energy,48.919,49.487,50.827,48.147,73920,-0.31
2025-04-03,SOPAT,Food & Beverage,40.27,40.267,41.064,39.47,59855,0.21
2025-04-03,STEQ,Industry,36.021,35.485,36.421,34.549,7377,-0.64
2025-04-03,STIP,Industry,15.914,15.913,15.978,15.849,8859,-0.89
2025-04-03,TUNISIE PROFILES ALUMINIUM,Industry,29.476,29.767,30.593,28.94,92302,-0.87
2025-04-03,TUNINVEST-SICAR,Financial Services,33.662,33.638,34.452,32.823,35611,2.19
2025-04-03,TUNISAIR,Transport,9.615,9.739,9.981,9.498,51772,2.61
2025-04-03,TUNIS RE,Insurance,55.576,55.498,58.084,52.911,82667,2.1
2025-04-03,WIFACK INTERNATIONAL BANK,Banking,59.796,59.4,59.937,58.862,80589,0.14
2025-04-04,SFBT,Food & Beverage,26.465,25.946,26.547,25.345,60080,0.67
2025-04-04,BIAT,Banking,68.017,67.085,68.052,66.118,81712,-0.5
2025-04-04,Attijari Bank,Banking,46.216,46.523,48.103,44.942,44704,0.19
2025-04-04,Tunisie Telecom,Telecom,45.81,46.317,47.242,45.392,66703,-0.44
2025-04-04,BH Bank,Banking,49.57,49.915,50.297,49.533,81683,-2.96
2025-04-04,Délice Holding,Food & Beverage,38.832,39.207,39.891,38.523,64039,1.97
2025-04-04,SAH Lilas,Industry,17.592,17.739,18.032,17.445,45659,1.73
2025-04-04,UIB,Banking,77.493,76.771,79.219,74.323,58476,0.1
2025-04-04,STAR,Insurance,47.477,47.335,48.548,46.122,69462,2.03
2025-04-04,Tunisair,Transport,10.827,10.981,11.346,10.616,44814,-2.6
2025-04-04,ATB,Banking,28.829,29.124,29.599,28.649,29733,1.35
2025-04-04,BNA,Banking,27.978,27.99,29.261,26.72,4857,-1.58
2025-04-04,BT,Banking,24.9,24.904,25.306,24.502,8572,-0.77
2025-04-04,STB,Banking,96.696,98.4,100.438,96.362,25748,0.72
2025-04-04,Amen Bank,Banking,21.454,21.757,22.133,21.381,91708,-1.68
2025-04-04,Attijari Leasing,Financial Services,40.479,40.794,41.464,40.124,60646,0.65
2025-04-04,BH Leasing,Financial Services,10.369,10.378,10.516,10.241,64010,-2.34
2025-04-04,CIL,Financial Services,10.979,11.152,11.355,10.949,86057,1.24
2025-04-04,Hannibal Lease,Financial Services,10.042,10.0,10.087,9.912,4714,-2.96
2025-04-04,Modern Leasing,Financial Services,34.839,34.951,35.157,34.746,38625,1.34
2025-04-04,Tunisie Leasing,Financial Services,38.116,38.448,39.091,37.805,9966,-0.68
2025-04-04,PGH,Holding,67.511,68.657,70.114,67.2,76659,1.09
2025-04-04,SIMPAR,Construction,20.322,20.236,21.043,19.428,77372,-0.67
2025-04-04,SOMOCER,Industry,18.542,18.38,18.959,17.802,55875,2.25
2025-04-04,SOTIPAPIER,Industry,19.735,19.643,20.532,18.754,50870,1.19
2025-04-04,SOTUVER,Industry,20.444,20.592,21.094,20.09,80342,-0.34
2025-04-04,TELNET,Technology,28.173,28.316,28.906,27.726,26693,-2.87
2025-04-04,TPR,Industry,9.656,9.64,10.072,9.208,8756,-0.74
2025-04-04,UNIMED,Healthcare,31.321,31.132,31.414,30.849,15682,-2.24
2025-04-04,ADWYA,Healthcare,31.941,32.05,32.315,31.785,59412,0.04
2025-04-04,ARTES,Automotive,13.14,13.4,13.773,13.027,26954,1.02
2025-04-04,CELLCOM,Technology,23.589,23.436,24.397,22.475,14459,-1.8
2025-04-04,CITY CARS,Automotive,19.325,19.617,20.223,19.011,71724,-0.31
2025-04-04,ENNAKL,Automotive,20.987,21.074,21.202,20.946,86319,0.92
2025-04-04,EURO-CYCLES,Industry,21.898,21.555,22.125,20.984,68068,-2.96
2025-04-04,GIF,Industry,30.81,31.224,32.084,30.363,97227,-2.97
2025-04-04,LAND'OR,Food & Beverage,31.375,31.209,32.452,29.967,92138,-1.99
2025-04-04,MAGASIN GENERAL,Retail,12.136,12.15,12.508,11.792,61757,0.34
2025-04-04,MONOPRIX,Retail,11.919,12.026,12.429,11.622,26175,2.13
2025-04-04,NEW BODY LINE,Industry,10.856,10.828,11.25,10.406,88006,2.86
2025-04-04,OFFICE PLAST,Industry,14.257,13.965,14.349,13.581,7472,-1.42
2025-04-04,ONE TECH HOLDING,Technology,51.768,51.339,52.647,50.031,10089,-0.3
2025-04-04,SAM,Industry,6.287,6.257,6.502,6.012,26220,2.03
2025-04-04,SANIMED,Healthcare,30.004,30.05,30.578,29.522,30218,1.98
2025-04-04,SERVICOM,Services,18.837,19.093,19.637,18.548,38363,0.29
2025-04-04,SOTEMAIL,Industry,14.277,14.372,14.6,14.145,90482,0.99
2025-04-04,SOTRAPIL,Energy,72.582,73.061,74.751,71.372,58476,-0.92
2025-04-04,SOPAT,Food & Beverage,49.936,50.535,52.289,48.782,66188,-0.31
2025-04-04,STEQ,Industry,17.177,17.379,17.723,17.035,28950,-1.41
2025-04-04,STIP,Industry,11.927,12.044,12.312,11.776,86500,-1.92
2025-04-04,TUNISIE PROFILES ALUMINIUM,Industry,29.13,29.032,29.645,28.42,99740,-0.15
2025-04-04,TUNINVEST-SICAR,Financial Services,35.198,34.662,35.33,33.995,61517,-0.3
2025-04-04,TUNISAIR,Transport,10.164,10.288,10.557,10.019,35264,2.08
2025-04-04,TUNIS RE,Insurance,31.395,30.913,31.865,29.96,12387,2.77
2025-04-04,WIFACK INTERNATIONAL BANK,Banking,91.481,90.048,91.775,88.321,41852,0.23
2025-04-05,SFBT,Food & Beverage,46.512,46.66,48.63,44.69,54572,-0.8
2025-04-05,BIAT,Banking,40.242,40.391,41.054,39.728,26531,-1.63
2025-04-05,Attijari Bank,Banking,73.0,72.748,75.353,70.142,60367,0.99
2025-04-05,Tunisie Telecom,Telecom,76.593,75.255,77.513,72.996,38351,1.94
2025-04-05,BH Bank,Banking,85.263,85.761,88.7,82.821,39014,-1.29
2025-04-05,Délice Holding,Food & Beverage,14.021,13.893,14.06,13.727,50867,2.45
2025-04-05,SAH Lilas,Industry,27.313,27.098,28.147,26.049,67282,-2.64
2025-04-05,UIB,Banking,36.041,35.717,36.654,34.78,73909,-1.76
2025-04-05,STAR,Insurance,58.205,57.434,58.285,56.584,11300,-1.44
2025-04-05,Tunisair,Transport,24.369,23.984,24.663,23.305,82510,-2.18
2025-04-05,ATB,Banking,27.034,27.142,28.128,26.157,35079,-1.17
2025-04-05,BNA,Banking,91.32,92.389,93.815,90.964,25163,-1.96
2025-04-05,BT,Banking,37.129,37.068,37.132,37.004,78672,0.15
2025-04-05,STB,Banking,86.362,85.977,88.177,83.776,53887,-0.36
2025-04-05,Amen Bank,Banking,47.442,47.525,49.363,45.687,28231,0.75
2025-04-05,Attijari Leasing,Financial Services,40.942,40.787,41.065,40.509,32659,-2.04
2025-04-05,BH Leasing,Financial Services,36.865,36.299,37.27,35.328,68332,1.94
2025-04-05,CIL,Financial Services,23.9,24.064,24.291,23.837,29426,2.6
2025-04-05,Hannibal Lease,Financial Services,23.222,22.951,23.608,22.294,43449,-1.24
2025-04-05,Modern Leasing,Financial Services,16.706,16.818,16.947,16.689,22981,-1.18
2025-04-05,Tunisie Leasing,Financial Services,35.194,35.557,36.079,35.035,70542,2.12
2025-04-05,PGH,Holding,97.594,98.74,101.237,96.243,15236,0.42
2025-04-05,SIMPAR,Construction,39.277,39.383,40.77,37.997,23985,-0.44
2025-04-05,SOMOCER,Industry,13.535,13.723,13.95,13.495,17048,-0.9
2025-04-05,SOTIPAPIER,Industry,14.156,14.243,14.397,14.089,13731,0.4
2025-04-05,SOTUVER,Industry,34.651,34.821,35.304,34.338,26594,-0.23
2025-04-05,TELNET,Technology,23.312,23.075,23.827,22.322,5907,1.76
2025-04-05,TPR,Industry,23.4,23.209,23.405,23.014,91986,-1.75
2025-04-05,UNIMED,Healthcare,34.944,35.011,36.31,33.713,60657,0.93
2025-04-05,ADWYA,Healthcare,31.099,31.536,32.377,30.695,25935,1.07
2025-04-05,ARTES,Automotive,9.329,9.253,9.635,8.872,78576,0.48
2025-04-05,CELLCOM,Technology,38.202,37.396,38.25,36.542,50175,-0.79
2025-04-05,CITY CARS,Automotive,7.3,7.364,7.658,7.069,36203,1.78
2025-04-05,ENNAKL,Automotive,23.515,23.47,24.418,22.522,57907,-0.45
2025-04-05,EURO-CYCLES,Industry,33.529,33.416,34.576,32.257,68361,0.93
2025-04-05,GIF,Industry,36.565,36.59,38.045,35.134,55562,-1.75
2025-04-05,LAND'OR,Food & Beverage,16.116,16.18,16.693,15.667,6423,1.32
2025-04-05,MAGASIN GENERAL,Retail,9.336,9.25,9.343,9.157,54448,0.13
2025-04-05,MONOPRIX,Retail,5.288,5.28,5.298,5.261,98036,-2.56
2025-04-05,NEW BODY LINE,Industry,20.835,21.002,21.445,20.56,68291,0.28
2025-04-05,OFFICE PLAST,Industry,19.654,19.765,20.316,19.215,43740,-0.23
2025-04-05,ONE TECH HOLDING,Technology,40.47,41.159,41.901,40.417,94641,2.76
2025-04-05,SAM,Industry,21.791,22.098,22.564,21.631,67736,1.7
2025-04-05,SANIMED,Healthcare,20.3,20.325,20.742,19.907,81492,-2.73
2025-04-05,SERVICOM,Services,19.014,18.959,19.317,18.602,77974,0.15
2025-04-05,SOTEMAIL,Industry,17.628,17.747,18.487,17.008,28105,-0.68
2025-04-05,SOTRAPIL,Energy,51.266,52.24,53.35,51.131,57988,2.34
2025-04-05,SOPAT,Food & Beverage,14.574,14.597,15.293,13.901,67299,0.01
2025-04-05,STEQ,Industry,20.746,20.818,21.57,20.066,74636,-1.77
2025-04-05,STIP,Industry,15.498,15.412,15.642,15.182,11272,2.32
2025-04-05,TUNISIE PROFILES ALUMINIUM,Industry,29.196,29.152,30.451,27.853,41634,-2.43
2025-04-05,TUNINVEST-SICAR,Financial Services,28.051,28.236,28.493,27.98,55863,-1.73
2025-04-05,TUNISAIR,Transport,10.907,10.991,11.347,10.634,8571,0.46
2025-04-05,TUNIS RE,Insurance,45.451,45.614,47.664,43.563,27699,2.5
2025-04-05,WIFACK INTERNATIONAL BANK,Banking,62.2,61.257,62.247,60.266,86678,-1.7
2025-04-06,SFBT,Food & Beverage,36.034,35.881,36.754,35.008,23082,-2.82
2025-04-06,BIAT,Banking,84.72,83.002,84.878,81.126,97847,-2.58
2025-04-06,Attijari Bank,Banking,26.419,26.657,27.18,26.135,82301,1.04
2025-04-06,Tunisie Telecom,Telecom,86.315,86.588,87.016,86.16,66724,-1.94
2025-04-06,BH Bank,Banking,32.524,32.858,33.378,32.339,95144,2.62
2025-04-06,Délice Holding,Food & Beverage,11.207,11.177,11.668,10.685,95247,-2.67
2025-04-06,SAH Lilas,Industry,19.475,19.491,20.324,18.657,99579,2.33
2025-04-06,UIB,Banking,30.948,31.501,32.337,30.664,73571,-0.0
2025-04-06,STAR,Insurance,57.931,57.282,58.425,56.139,8717,-1.69
2025-04-06,Tunisair,Transport,21.033,21.099,21.306,20.891,7436,-0.83
2025-04-06,ATB,Banking,70.794,69.553,70.999,68.107,37362,-2.03
2025-04-06,BNA,Banking,75.392,75.05,78.298,71.802,70359,2.29
2025-04-06,BT,Banking,58.664,58.206,59.811,56.6,27372,0.78
2025-04-06,STB,Banking,61.943,61.776,62.731,60.821,85198,-2.66
2025-04-06,Amen Bank,Banking,45.887,44.98,46.188,43.771,28963,-0.89
2025-04-06,Attijari Leasing,Financial Services,28.49,28.985,29.572,28.398,25844,0.11
2025-04-06,BH Leasing,Financial Services,32.793,32.81,34.017,31.603,23345,1.27
2025-04-06,CIL,Financial Services,43.498,43.601,44.153,43.049,69398,-2.6
2025-04-06,Hannibal Lease,Financial Services,11.706,11.569,11.834,11.303,48588,0.93
2025-04-06,Modern Leasing,Financial Services,39.976,39.812,40.296,39.329,33994,2.57
2025-04-06,Tunisie Leasing,Financial Services,26.394,26.304,26.451,26.157,73477,-2.37
2025-04-06,PGH,Holding,30.853,30.691,30.867,30.514,37420,-0.66
2025-04-06,SIMPAR,Construction,38.212,37.468,38.312,36.623,2308,0.31
2025-04-06,SOMOCER,Industry,25.006,24.944,26.107,23.781,99227,0.4
2025-04-06,SOTIPAPIER,Industry,15.654,15.731,16.033,15.428,11121,0.43
2025-04-06,SOTUVER,Industry,34.271,34.182,35.728,32.636,26361,2.06
2025-04-06,TELNET,Technology,28.211,28.383,29.249,27.516,33031,1.42
2025-04-06,TPR,Industry,23.595,24.02,24.603,23.438,98664,0.79
2025-04-06,UNIMED,Healthcare,34.555,34.701,35.945,33.456,41193,-1.46
2025-04-06,ADWYA,Healthcare,29.516,29.267,30.158,28.375,98224,1.25
2025-04-06,ARTES,Automotive,9.981,9.95,10.162,9.738,44812,2.33
2025-04-06,CELLCOM,Technology,32.891,32.762,33.738,31.786,6185,1.23
2025-04-06,CITY CARS,Automotive,11.624,11.511,11.961,11.06,54394,2.53
2025-04-06,ENNAKL,Automotive,15.567,15.287,15.767,14.807,99248,0.98
2025-04-06,EURO-CYCLES,Industry,16.131,16.35,16.812,15.888,79807,-2.72
2025-04-06,GIF,Industry,29.64,29.462,30.283,28.642,16680,-1.07
2025-04-06,LAND'OR,Food & Beverage,48.187,48.302,49.509,47.094,38239,0.72
2025-04-06,MAGASIN GENERAL,Retail,12.524,12.537,12.802,12.271,96492,2.95
2025-04-06,MONOPRIX,Retail,15.253,15.16,15.783,14.538,10611,2.83
2025-04-06,NEW BODY LINE,Industry,32.714,32.347,33.428,31.266,57146,-1.66
2025-04-06,OFFICE PLAST,Industry,35.389,35.069,36.394,33.745,41517,-2.66
2025-04-06,ONE TECH HOLDING,Technology,39.357,39.582,40.958,38.207,48604,-0.39
2025-04-06,SAM,Industry,17.814,17.809,18.573,17.045,10132,0.67
2025-04-06,SANIMED,Healthcare,15.115,15.218,15.732,14.704,73652,0.19
2025-04-06,SERVICOM,Services,6.132,6.006,6.152,5.86,61230,-2.62
2025-04-06,SOTEMAIL,Industry,11.889,11.731,12.161,11.301,14692,-0.19
2025-04-06,SOTRAPIL,Energy,69.946,69.559,72.021,67.097,69157,1.42
2025-04-06,SOPAT,Food & Beverage,12.953,13.038,13.239,12.836,62815,-0.17
2025-04-06,STEQ,Industry,27.394,27.361,28.404,26.317,29212,0.06
2025-04-06,STIP,Industry,7.814,7.798,8.152,7.445,81235,-2.81
2025-04-06,TUNISIE PROFILES ALUMINIUM,Industry,21.147,21.495,22.127,20.863,16923,-1.41
2025-04-06,TUNINVEST-SICAR,Financial Services,39.231,39.358,40.403,38.313,71105,-0.89
2025-04-06,TUNISAIR,Transport,10.658,10.7,10.883,10.517,61310,1.71
2025-04-06,TUNIS RE,Insurance,25.223,25.133,25.694,24.572,9906,0.22
2025-04-06,WIFACK INTERNATIONAL BANK,Banking,50.958,50.579,51.701,49.456,71881,0.91
2025-04-07,SFBT,Food & Beverage,14.194,14.388,14.671,14.105,19041,-1.3
2025-04-07,BIAT,Banking,60.421,59.858,61.746,57.971,89929,2.87
2025-04-07,Attijari Bank,Banking,46.27,45.416,46.293,44.54,85912,-0.3
2025-04-07,Tunisie Telecom,Telecom,62.868,63.922,65.024,62.821,2063,-2.15
2025-04-07,BH Bank,Banking,58.135,57.235,58.231,56.239,50814,-1.59
2025-04-07,Délice Holding,Food & Beverage,45.002,45.082,45.283,44.88,11286,2.76
2025-04-07,SAH Lilas,Industry,28.251,28.407,28.639,28.174,97066,1.52
2025-04-07,UIB,Banking,57.357,57.611,60.179,55.043,2537,0.83
2025-04-07,STAR,Insurance,33.23,33.1,34.048,32.152,91854,1.29
2025-04-07,Tunisair,Transport,17.416,17.495,17.93,17.061,11650,2.76
2025-04-07,ATB,Banking,58.88,58.364,59.226,57.503,1771,1.65
2025-04-07,BNA,Banking,40.443,40.787,41.249,40.325,20997,1.59
2025-04-07,BT,Banking,58.294,58.386,59.004,57.767,99991,-0.54
2025-04-07,STB,Banking,55.458,55.033,56.505,53.561,21808,0.7
2025-04-07,Amen Bank,Banking,90.417,90.437,90.77,90.104,61796,2.02
2025-04-07,Attijari Leasing,Financial Services,19.968,20.254,20.922,19.585,80576,-2.33
2025-04-07,BH Leasing,Financial Services,43.381,43.846,44.936,42.755,45716,2.19
2025-04-07,CIL,Financial Services,43.445,43.945,45.36,42.529,88909,-2.28
2025-04-07,Hannibal Lease,Financial Services,34.661,34.588,34.879,34.297,44611,-2.72
2025-04-07,Modern Leasing,Financial Services,31.836,32.089,32.662,31.516,63536,1.64
2025-04-07,Tunisie Leasing,Financial Services,23.981,24.224,25.173,23.276,40739,0.88
2025-04-07,PGH,Holding,110.489,112.498,115.33,109.666,62445,1.68
2025-04-07,SIMPAR,Construction,28.308,28.596,29.629,27.562,64807,-1.2
2025-04-07,SOMOCER,Industry,16.063,15.857,16.262,15.451,94749,-2.9
2025-04-07,SOTIPAPIER,Industry,23.92,24.359,25.063,23.656,98113,-1.29
2025-04-07,SOTUVER,Industry,12.429,12.271,12.435,12.108,18401,-1.25
2025-04-07,TELNET,Technology,31.721,31.894,33.172,30.616,82702,-1.7
2025-04-07,TPR,Industry,38.496,38.534,39.415,37.653,50518,2.2
2025-04-07,UNIMED,Healthcare,34.456,34.408,35.696,33.12,67301,-1.92
2025-04-07,ADWYA,Healthcare,29.134,28.832,29.465,28.199,65610,0.21
2025-04-07,ARTES,Automotive,13.15,12.893,13.171,12.616,68569,-2.18
2025-04-07,CELLCOM,Technology,30.828,30.951,32.086,29.816,39661,-0.23
2025-04-07,CITY CARS,Automotive,13.007,13.063,13.399,12.727,90630,-0.88
2025-04-07,ENNAKL,Automotive,10.694,10.669,11.1,10.239,68839,0.82
2025-04-07,EURO-CYCLES,Industry,26.95,27.305,27.917,26.693,64339,-1.88
2025-04-07,GIF,Industry,24.012,23.791,24.564,23.019,78811,-0.45
2025-04-07,LAND'OR,Food & Beverage,23.078,23.187,24.161,22.212,38030,-2.55
2025-04-07,MAGASIN GENERAL,Retail,12.205,12.084,12.469,11.699,39270,0.5
2025-04-07,MONOPRIX,Retail,5.789,5.803,5.831,5.774,44107,1.34
2025-04-07,NEW BODY LINE,Industry,25.433,25.55,25.933,25.166,6431,-2.56
2025-04-07,OFFICE PLAST,Industry,18.358,18.355,19.152,17.557,64712,-0.9
2025-04-07,ONE TECH HOLDING,Technology,44.987,44.95,46.611,43.289,60879,2.39
2025-04-07,SAM,Industry,39.129,38.883,40.165,37.6,60586,1.71
2025-04-07,SANIMED,Healthcare,26.821,26.559,27.262,25.856,23312,1.91
2025-04-07,SERVICOM,Services,9.33,9.383,9.685,9.08,88778,2.94
2025-04-07,SOTEMAIL,Industry,17.221,17.109,17.662,16.556,94436,-0.51
2025-04-07,SOTRAPIL,Energy,39.995,40.48,41.852,39.109,46763,-0.56
2025-04-07,SOPAT,Food & Beverage,46.422,46.108,47.362,44.855,26396,-1.91
2025-04-07,STEQ,Industry,8.15,8.239,8.526,7.951,34075,0.57
2025-04-07,STIP,Industry,28.029,28.254,29.367,27.141,95830,1.83
